account_id,user_id,logins_month_1,logins_month_2,logins_month_3,logins_month_4,logins_month_5,logins_month_6,logins_month_7,logins_month_8,logins_month_9,logins_month_10,logins_month_11,logins_month_12,churn_score
470,5569,16,14,12,10,8,7,6,5,4,3,3,3,69
470,5570,26,4,0,0,15,14,0,32,46,40,44,34,0
470,5571,24,45,15,35,30,23,36,17,34,32,11,26,0
470,5572,19,0,0,0,26,0,2,32,8,4,38,24,5
470,5573,8,0,4,0,0,33,23,1,42,27,24,36,0
470,5574,10,44,3,6,17,31,21,12,12,38,14,29,0
470,5575,0,0,18,15,15,8,0,4,11,29,30,17,0
470,5576,4,9,31,19,13,0,1,21,9,0,0,0,67
471,5577,18,6,2,23,0,0,0,0,34,1,12,4,66
471,5578,15,14,13,12,11,10,9,8,7,6,5,5,57
471,5579,19,30,26,34,17,26,32,0,38,23,34,30,0
471,5580,5,10,31,26,23,38,0,24,4,29,4,34,0
471,5581,11,4,0,34,17,24,25,0,0,50,0,21,0
471,5582,12,19,33,27,40,8,44,14,22,46,0,16,0
471,5583,0,10,66,30,37,0,6,28,19,0,23,0,4
471,5584,39,21,45,14,0,0,8,9,1,26,37,0,57
471,5585,8,38,0,6,1,0,42,0,15,18,0,31,0
471,5586,27,35,4,10,18,0,0,57,66,0,26,25,0
471,5587,46,32,15,40,8,50,6,7,27,9,30,10,29
471,5588,32,20,22,20,2,41,0,23,22,54,0,11,30
471,5589,21,4,26,11,22,6,0,0,8,0,34,24,10
471,5590,46,2,38,18,9,34,5,0,0,21,21,19,34
471,5591,24,20,17,14,12,10,8,7,6,5,4,3,64
471,5592,15,13,12,11,10,9,8,7,6,5,4,4,62
471,5593,23,18,0,6,22,15,24,31,10,0,0,0,66
471,5594,3,3,42,25,23,46,33,55,9,34,12,0,28
471,5595,19,32,17,10,2,56,22,0,1,14,28,12,23
472,5596,48,0,6,11,13,65,10,55,2,0,28,11,35
472,5597,29,0,26,27,20,21,0,46,26,28,43,32,0
472,5598,8,81,0,4,25,24,0,65,2,0,13,0,48
472,5599,20,0,23,0,25,0,36,0,0,14,22,34,0
472,5600,15,13,11,10,9,8,7,6,5,4,4,4,64
472,5601,35,41,17,9,46,42,0,24,10,0,46,0,42
472,5602,17,53,25,0,0,10,8,20,0,8,37,18,6
472,5603,0,19,46,0,0,5,3,8,22,8,0,6,0
472,5604,25,22,19,17,15,13,11,10,9,8,7,6,52
472,5605,20,0,43,36,19,7,35,21,34,9,6,0,49
473,5606,38,50,11,18,16,49,0,13,26,1,0,0,52
473,5607,22,0,24,36,27,0,0,13,0,0,6,26,9
473,5608,5,18,22,6,41,0,29,40,12,69,0,8,0
473,5609,0,26,22,23,5,21,25,7,0,45,31,0,7
473,5610,2,25,13,10,29,17,12,0,0,19,23,50,0
473,5611,28,34,0,26,22,52,0,17,14,0,42,0,49
473,5612,20,6,4,0,75,16,8,0,24,0,28,4,49
473,5613,27,22,54,4,6,28,14,1,2,0,17,29,3
473,5614,22,14,26,13,4,27,11,20,22,0,6,0,63
473,5615,30,27,24,22,20,18,16,14,13,12,11,10,37
473,5616,35,0,13,0,1,0,21,10,8,28,39,0,66
473,5617,19,14,32,31,13,26,0,13,13,0,7,55,0
473,5618,17,21,48,0,4,39,59,7,0,24,0,15,6
473,5619,47,15,13,6,8,0,36,0,13,22,0,4,60
474,5620,60,13,30,0,20,17,0,0,0,0,12,5,62
474,5621,0,38,0,29,14,25,16,5,6,34,0,9,0
474,5622,20,18,16,14,12,11,10,9,8,7,6,5,57
474,5623,15,0,10,13,9,24,12,0,5,24,0,10,40
474,5624,67,30,59,7,6,33,22,34,23,11,18,2,32
474,5625,21,19,17,15,13,12,11,10,9,8,7,6,53
474,5626,37,8,6,16,17,37,28,0,0,18,41,42,0
475,5627,22,0,0,0,52,16,0,20,19,24,0,20,18
475,5628,22,18,15,13,11,9,8,7,6,5,4,3,66
475,5629,26,24,22,20,18,17,16,15,14,13,12,11,34
475,5630,19,18,17,16,15,14,13,12,11,10,9,8,43
475,5631,45,47,46,0,15,40,0,19,6,0,26,19,23
475,5632,32,28,25,22,19,17,15,13,11,10,9,8,42
475,5633,24,34,27,2,25,17,16,27,0,0,8,0,60
475,5634,0,12,18,22,0,0,24,22,23,37,0,0,17
475,5635,9,0,0,25,0,33,0,31,23,0,0,26,0
475,5636,22,30,39,34,0,3,31,27,18,19,6,0,50
475,5637,62,46,29,27,27,0,3,14,8,28,19,27,17
475,5638,0,11,21,23,0,29,0,20,28,61,24,0,4
476,5639,27,24,21,18,16,14,12,10,9,8,7,6,51
476,5640,0,0,77,8,18,21,12,21,29,46,0,1,0
476,5641,19,20,38,18,16,2,46,38,0,44,4,37,0
476,5642,42,38,8,22,10,8,32,30,15,23,61,30,0
476,5643,23,0,16,0,0,6,51,4,24,26,33,19,16
476,5644,8,38,6,19,17,24,14,38,15,5,10,18,0
476,5645,25,22,19,16,14,12,10,9,8,7,6,5,56
476,5646,7,40,12,18,29,68,10,8,46,13,20,24,0
476,5647,16,0,31,0,0,0,20,28,0,23,43,3,54
476,5648,24,14,13,13,0,42,71,0,7,3,0,18,19
476,5649,22,44,31,15,8,0,0,0,30,10,0,3,57
476,5650,20,40,39,23,20,21,0,20,6,46,14,21,0
476,5651,32,5,16,38,27,17,13,0,42,17,25,42,0
476,5652,16,13,11,9,8,7,6,5,4,3,3,3,69
476,5653,17,13,10,8,6,5,4,3,2,2,2,2,76
476,5654,13,25,26,0,0,33,0,36,40,41,0,34,0
476,5655,15,14,13,12,11,10,9,8,7,6,6,6,53
476,5656,0,0,0,34,30,17,0,0,6,49,0,0,21
477,5657,38,27,28,12,2,11,15,15,17,9,7,37,5
477,5658,14,0,0,35,25,36,18,0,10,32,39,29,0
477,5659,15,51,20,17,0,14,27,32,29,0,14,0,51
477,5660,2,6,25,11,0,16,5,30,16,31,0,37,0
477,5661,10,17,13,7,0,3,0,0,19,0,40,1,67
477,5662,43,1,33,3,0,31,43,11,30,0,0,27,21
477,5663,18,19,19,12,0,56,0,0,13,12,19,30,0
477,5664,0,0,0,1,0,32,12,51,0,0,13,0,27
477,5665,0,0,0,6,38,8,0,47,0,13,2,2,0
477,5666,47,0,0,33,20,32,15,34,32,6,13,0,50
477,5667,31,38,10,30,37,12,43,8,0,0,12,31,0
477,5668,10,0,18,46,79,30,22,6,0,0,2,35,0
478,5669,45,6,0,42,14,14,48,6,43,0,24,21,21
478,5670,25,51,0,0,12,19,0,18,0,0,0,29,10
478,5671,48,15,44,19,28,20,0,41,21,3,15,23,17
478,5672,16,12,9,7,5,4,3,2,2,2,2,2,77
478,5673,25,20,16,13,11,9,7,6,5,4,3,2,69
478,5674,18,11,32,11,31,18,12,9,15,36,6,14,16
479,5675,21,12,31,51,0,0,0,23,8,18,12,33,0
479,5676,28,24,20,17,15,13,11,9,8,7,6,5,55
479,5677,4,27,17,32,43,0,38,0,32,6,0,56,0
479,5678,42,10,0,0,8,31,14,23,18,24,6,0,62
479,5679,2,13,32,8,0,11,14,19,18,28,13,12,0
479,5680,0,19,9,9,3,13,0,31,12,0,26,8,0
479,5681,45,12,38,35,26,0,28,2,32,11,12,27,13
479,5682,16,6,5,47,0,36,0,3,25,5,15,0,64
479,5683,26,23,20,18,16,14,12,11,10,9,8,7,48
479,5684,46,43,0,22,39,28,0,0,19,27,26,14,29
479,5685,27,21,16,12,9,7,5,4,3,2,2,2,71
479,5686,44,25,36,41,34,29,28,0,40,35,0,0,33
479,5687,29,11,3,0,10,31,0,0,5,39,14,40,0
479,5688,0,0,5,8,16,40,6,0,46,30,0,27,0
479,5689,14,11,9,7,5,4,3,2,2,2,2,2,76
479,5690,16,11,0,16,1,0,2,0,0,0,0,19,27
479,5691,5,0,43,19,11,0,14,9,20,10,0,15,0
479,5692,0,11,21,13,31,0,0,52,15,7,8,3,0
479,5693,0,31,9,0,0,12,17,0,28,35,23,16,0
480,5694,29,0,0,0,37,61,23,9,44,35,0,14,22
480,5695,24,21,19,17,15,13,11,10,9,8,7,6,52
480,5696,18,16,14,12,11,10,9,8,7,6,5,4,61
480,5697,38,37,0,19,24,34,12,9,14,0,15,26,17
480,5698,19,31,18,23,0,15,16,29,34,9,48,20,0
480,5699,15,16,5,22,56,16,31,11,0,48,25,67,0
480,5700,16,14,12,10,8,7,6,5,4,3,3,3,69
480,5701,0,16,33,22,19,13,0,24,3,19,40,11,0
480,5702,4,5,35,40,23,0,29,30,40,8,47,0,35
480,5703,0,40,54,39,0,0,24,0,19,15,0,33,0
481,5704,29,0,12,0,0,22,14,21,0,63,8,34,0
481,5705,14,17,19,0,0,0,14,63,0,49,20,14,6
481,5706,18,14,11,9,7,6,5,4,3,2,2,2,74
481,5707,2,0,15,11,8,34,8,31,0,35,41,16,0
481,5708,0,17,24,36,42,16,22,0,17,22,7,17,0
481,5709,28,25,22,20,18,16,14,12,11,10,9,8,44
481,5710,8,33,8,53,29,14,30,33,0,12,4,60,0
481,5711,0,2,32,0,25,0,25,28,4,10,0,21,0
481,5712,28,20,14,10,7,5,4,3,2,1,1,1,76
481,5713,12,43,0,0,7,0,8,0,0,21,10,19,0
481,5714,5,0,48,10,0,42,0,30,14,40,0,38,0
482,5715,16,67,0,19,30,6,0,41,22,52,9,22,0
482,5716,25,20,16,13,10,8,6,5,4,3,2,2,70
482,5717,19,16,14,12,10,8,7,6,5,4,3,3,67
482,5718,14,12,10,9,8,7,6,5,4,3,3,3,69
482,5719,25,27,0,0,24,14,18,7,9,0,17,4,60
482,5720,15,3,36,0,8,15,13,0,19,35,22,34,0
483,5721,16,15,22,35,46,0,0,40,35,17,18,25,0
483,5722,16,14,12,11,10,9,8,7,6,5,4,4,63
483,5723,13,11,9,7,6,5,4,3,2,2,2,2,75
483,5724,0,7,7,9,10,0,20,40,0,19,38,3,0
483,5725,0,0,6,0,35,0,25,2,0,24,0,39,0
483,5726,26,23,20,18,16,14,12,11,10,9,8,7,48
483,5727,58,47,0,8,6,0,39,0,11,10,0,31,29
483,5728,35,41,17,19,0,23,7,0,0,43,35,13,32
483,5729,16,14,13,12,11,10,9,8,7,6,5,4,61
483,5730,14,12,11,10,9,8,7,6,5,4,4,4,63
483,5731,14,43,16,33,27,0,37,43,17,36,17,16,0
483,5732,13,11,9,7,6,5,4,3,2,2,2,2,75
483,5733,39,16,39,0,0,5,33,19,15,0,31,14,37
483,5734,0,17,0,4,16,0,2,26,30,28,0,0,24
483,5735,0,11,0,0,41,30,42,34,1,0,0,24,0
483,5736,43,0,0,32,29,18,34,0,32,21,30,7,39
483,5737,9,18,0,9,39,19,0,6,28,0,30,36,0
483,5738,0,46,9,0,6,44,13,41,18,4,1,36,0
483,5739,0,41,19,21,24,14,1,0,19,59,0,0,8
484,5740,3,0,16,0,8,8,25,32,6,0,0,34,0
484,5741,30,54,0,47,14,34,0,4,34,34,9,13,20
484,5742,0,10,5,26,41,7,21,0,14,29,12,8,0
484,5743,0,5,3,37,29,53,21,66,56,27,34,34,0
484,5744,3,22,26,0,6,23,0,19,13,0,30,51,0
484,5745,21,18,15,13,11,9,8,7,6,5,4,3,65
484,5746,0,27,16,0,5,15,7,20,15,1,45,0,18
484,5747,10,0,13,25,0,34,39,25,0,2,24,38,0
484,5748,15,0,4,33,39,3,55,5,3,0,0,21,0
484,5749,15,12,10,8,7,6,5,4,3,2,2,2,74
484,5750,6,33,0,27,0,43,51,10,49,0,0,0,47
484,5751,15,21,22,0,45,12,33,0,22,7,36,27,0
484,5752,16,20,23,13,16,0,0,40,11,0,21,41,0
484,5753,0,35,31,2,20,0,16,27,3,30,12,5,0
484,5754,26,58,21,14,20,17,0,22,6,12,1,29,0
485,5755,28,0,0,35,0,0,29,37,0,43,29,0,56
485,5756,34,3,31,1,6,0,10,5,38,0,28,47,0
485,5757,58,0,22,0,21,0,11,0,0,52,29,0,58
485,5758,74,15,43,0,49,14,13,0,3,9,25,12,37
485,5759,48,21,14,20,25,15,43,8,0,9,18,21,27
485,5760,22,2,10,60,10,0,46,35,12,0,43,8,28
485,5761,23,20,18,16,14,12,11,10,9,8,7,6,53
485,5762,13,34,9,2,0,35,6,18,20,19,7,6,39
485,5763,80,23,42,0,33,36,17,7,0,28,0,20,27
485,5764,0,28,19,20,9,49,29,1,14,0,0,5,0
485,5765,15,23,0,15,0,0,35,59,29,29,0,5,37
485,5766,13,12,11,10,9,8,7,6,5,4,4,4,62
485,5767,65,13,45,25,24,23,53,12,0,13,0,0,42
485,5768,20,15,12,9,7,5,4,3,2,2,2,2,75
486,5769,28,10,50,27,30,0,14,31,2,58,36,28,0
486,5770,3,43,2,15,3,35,9,0,4,29,16,15,0
486,5771,41,26,0,31,5,26,0,4,0,13,26,0,62
486,5772,27,23,20,17,15,13,11,9,8,7,6,5,55
486,5773,11,34,28,34,0,32,44,49,0,16,0,5,22
486,5774,21,18,16,14,12,10,9,8,7,6,5,4,61
487,5775,35,27,19,21,12,28,37,31,40,69,29,0,26
487,5776,0,0,23,29,19,28,32,21,9,0,0,33,0
487,5777,0,3,0,0,45,0,14,0,17,13,28,19,0
487,5778,16,0,11,0,48,8,16,19,7,40,16,0,59
487,5779,0,0,0,1,0,29,22,0,0,8,4,38,0
487,5780,0,48,0,7,34,0,20,3,3,16,0,6,0
487,5781,19,16,14,12,10,9,8,7,6,5,4,3,66
487,5782,46,42,0,0,43,21,19,33,25,16,1,15,28
487,5783,20,17,14,12,10,8,7,6,5,4,3,2,70
487,5784,8,0,10,0,26,5,0,0,4,0,26,0,77
487,5785,0,28,2,23,6,0,32,8,34,51,30,35,0
487,5786,13,40,17,30,27,9,9,24,22,40,31,24,0
487,5787,8,12,0,49,72,12,19,46,0,69,54,0,23
487,5788,15,14,13,12,11,10,9,8,7,6,5,5,57
488,5789,0,28,0,22,41,33,35,30,37,16,3,0,0
488,5790,29,31,3,22,14,18,46,0,40,6,7,7,40
488,5791,9,0,0,11,22,26,14,6,22,0,43,14,0
488,5792,19,18,22,0,5,2,2,0,2,36,0,27,2
488,5793,15,20,24,16,0,0,14,54,6,44,36,30,0
489,5794,17,0,34,29,0,22,15,0,0,0,31,4,54
489,5795,5,54,20,3,22,0,23,9,42,0,32,15,0
489,5796,32,25,0,21,4,51,0,40,14,0,0,18,28
489,5797,26,4,11,0,60,2,49,0,6,22,19,5,46
489,5798,60,8,29,7,24,44,3,0,5,0,19,12,45
489,5799,69,0,0,15,5,11,11,20,45,44,0,0,53
489,5800,39,2,18,28,0,0,53,0,3,7,37,49,0
489,5801,0,0,23,60,0,30,6,29,0,0,21,21,0
489,5802,39,3,7,0,26,26,1,22,31,0,11,19,36
489,5803,38,24,9,19,4,0,32,0,22,16,20,0,60
489,5804,15,4,0,33,39,0,40,20,32,51,0,0,48
489,5805,27,22,18,15,12,10,8,7,6,5,4,3,64
490,5806,19,20,17,4,20,13,34,29,25,16,7,0,55
490,5807,45,21,0,33,0,0,37,38,39,6,9,6,43
490,5808,16,15,8,36,30,44,0,27,56,28,28,17,0
490,5809,17,15,13,11,10,9,8,7,6,5,4,3,66
490,5810,17,14,11,9,7,6,5,4,3,2,2,2,74
491,5811,16,10,0,34,0,3,27,0,30,19,21,40,0
491,5812,19,14,10,7,5,4,3,2,1,1,1,1,80
491,5813,11,4,21,0,7,28,33,47,3,0,32,17,0
491,5814,17,16,15,14,13,12,11,10,9,8,7,6,51
491,5815,33,28,24,20,17,14,12,10,9,8,7,6,50
491,5816,22,51,0,0,33,1,0,15,0,33,5,24,7
491,5817,15,34,0,39,32,23,25,15,0,10,16,10,20
491,5818,0,18,29,21,5,0,1,30,18,15,23,11,0
491,5819,36,31,25,57,17,36,69,4,48,25,50,19,0
491,5820,43,40,2,2,32,35,23,6,39,42,30,4,32
491,5821,25,1,0,6,8,7,18,38,23,0,22,8,50
491,5822,28,0,10,0,2,7,23,23,0,0,7,22,34
491,5823,9,4,0,15,12,9,40,22,22,49,25,56,0
492,5824,14,12,57,41,53,17,0,8,16,6,0,15,0
492,5825,0,19,7,3,22,28,0,33,0,9,8,23,0
492,5826,31,0,14,25,14,36,40,30,29,16,0,40,0
492,5827,3,14,0,16,0,17,0,0,17,16,9,0,68
492,5828,0,2,5,25,0,0,39,12,0,43,4,0,22
492,5829,2,0,41,32,25,14,26,10,34,0,0,14,0
492,5830,30,25,0,68,0,22,20,17,41,0,20,3,42
492,5831,14,0,0,0,0,10,0,31,40,36,0,27,0
492,5832,55,33,31,0,9,0,0,43,30,2,13,42,7
492,5833,26,21,20,42,10,23,0,45,0,4,15,6,42
492,5834,0,50,0,0,39,20,0,21,45,22,35,0,1
492,5835,20,17,15,13,11,9,8,7,6,5,4,3,65
492,5836,20,11,0,19,34,5,39,11,44,15,26,8,30
492,5837,18,24,27,2,0,33,0,2,0,33,48,17,10
492,5838,15,12,10,8,7,6,5,4,3,2,2,2,74
493,5839,0,0,6,0,49,2,0,29,0,7,19,0,26
493,5840,44,0,0,11,13,31,15,10,42,0,60,21,24
493,5841,8,0,46,0,0,13,14,14,18,1,0,8,24
493,5842,22,18,14,11,9,7,6,5,4,3,2,2,72
493,5843,4,11,42,19,0,9,15,27,15,0,38,0,52
493,5844,0,0,39,12,16,43,0,16,15,37,16,8,0
493,5845,7,1,0,0,8,15,0,37,31,24,37,39,0
493,5846,6,24,15,15,18,0,28,7,39,15,19,27,0
493,5847,57,0,4,19,24,0,32,0,31,0,1,34,27
493,5848,4,9,0,23,18,0,28,47,12,0,3,0,60
494,5849,18,19,0,18,0,37,15,15,0,0,32,22,2
494,5850,22,20,0,1,0,2,0,66,39,33,40,40,0
494,5851,5,7,4,14,25,28,17,19,13,34,8,54,0
494,5852,10,43,0,14,23,8,1,0,0,33,14,43,0
494,5853,25,23,21,19,17,16,15,14,13,12,11,10,38
494,5854,51,32,12,2,51,19,0,7,0,13,26,25,25
494,5855,8,1,0,32,33,0,0,3,10,29,47,1,54
494,5856,39,29,0,33,31,7,33,18,0,4,33,20,22
494,5857,0,0,38,12,24,0,26,0,0,10,31,33,0
494,5858,30,24,19,15,12,9,7,5,4,3,2,2,67
494,5859,13,11,7,32,29,34,29,7,5,12,13,30,0
495,5860,24,20,17,14,12,10,8,7,6,5,4,3,64
495,5861,0,7,0,2,38,30,27,30,0,11,18,0,16
495,5862,30,3,26,49,21,0,28,0,26,0,23,16,26
495,5863,28,5,37,63,10,0,0,59,36,19,32,0,38
495,5864,4,31,7,27,21,0,4,0,23,15,32,45,0
495,5865,28,7,33,0,34,0,12,35,22,39,11,14,25
495,5866,32,26,25,2,0,0,0,14,0,0,0,16,50
495,5867,22,16,13,36,35,41,0,0,36,1,0,0,56
495,5868,17,15,13,11,10,9,8,7,6,5,4,3,66
495,5869,37,0,0,10,0,5,32,57,7,5,17,28,20
495,5870,19,18,11,4,23,39,27,52,7,10,39,0,45
495,5871,0,42,33,30,11,0,38,1,0,19,0,21,0
495,5872,41,38,0,45,31,15,0,5,22,0,0,0,57
495,5873,23,19,16,14,12,10,8,7,6,5,4,3,65
495,5874,24,46,23,12,46,17,9,6,46,10,13,27,0
495,5875,15,6,34,18,7,47,54,46,22,6,56,42,0
495,5876,2,0,19,13,69,29,31,10,11,0,24,0,40
496,5877,18,12,13,13,31,3,3,2,36,24,22,52,0
496,5878,0,29,37,38,43,43,15,19,1,0,0,34,0
496,5879,22,22,18,1,30,31,53,68,0,2,8,16,6
496,5880,0,0,16,0,0,0,7,0,25,26,46,24,0
496,5881,49,15,19,26,0,28,33,0,0,0,25,1,57
496,5882,7,49,10,49,0,17,9,31,6,30,26,47,0
496,5883,23,18,14,11,9,7,5,4,3,2,2,2,72
496,5884,48,29,41,0,0,30,30,0,11,9,15,10,42
496,5885,0,17,14,40,22,22,17,0,14,22,17,0,11
496,5886,12,35,6,28,44,20,0,6,25,26,30,0,47
496,5887,46,0,22,23,25,19,40,0,3,0,12,36,13
496,5888,0,22,0,14,45,13,45,6,24,21,12,12,0
496,5889,8,0,0,20,31,24,0,34,47,18,38,3,31
496,5890,14,19,45,12,15,37,14,7,10,11,0,0,58
497,5891,25,14,0,32,0,47,28,67,0,13,10,12,23
497,5892,36,1,3,23,8,0,0,50,19,46,20,34,2
497,5893,36,48,0,58,10,0,0,9,0,9,14,26,19
497,5894,27,11,0,27,50,18,28,18,15,45,30,10,22
497,5895,3,13,25,21,0,45,51,7,4,3,11,14,0
497,5896,34,12,42,34,0,50,45,13,37,54,30,16,0
497,5897,18,15,13,11,9,8,7,6,5,4,3,3,68
497,5898,37,29,7,0,0,1,16,30,40,30,40,18,23
497,5899,47,0,6,11,25,0,59,0,0,7,20,62,0
497,5900,18,40,37,4,0,16,12,3,22,24,10,21,0
497,5901,30,19,29,29,0,8,0,4,9,50,29,0,55
498,5902,21,19,17,15,13,12,11,10,9,8,7,6,53
498,5903,21,0,0,0,12,18,41,0,3,22,29,38,0
498,5904,31,5,0,0,9,27,34,11,0,0,15,18,39
498,5905,15,0,37,0,0,15,26,45,34,29,23,0,50
498,5906,26,58,25,0,29,0,0,13,20,37,55,19,4
498,5907,0,31,5,0,13,7,20,10,3,25,26,0,20
498,5908,20,3,0,25,23,0,0,50,14,0,26,0,64
498,5909,0,39,5,0,0,36,29,14,14,0,35,33,0
498,5910,3,0,25,21,52,20,30,18,0,0,30,0,46
498,5911,45,0,15,0,18,28,7,20,1,3,0,0,70
498,5912,24,51,36,0,56,30,0,0,2,16,25,5,36
498,5913,20,0,12,43,14,31,25,38,48,0,2,16,7
498,5914,40,24,19,5,17,0,27,5,2,52,28,0,53
498,5915,50,33,0,15,26,21,26,19,21,0,32,0,48
499,5916,21,79,21,21,0,0,15,7,51,20,11,27,0
499,5917,33,0,18,23,1,11,28,0,30,26,13,7,48
499,5918,23,14,0,11,5,2,45,1,0,0,6,18,34
499,5919,0,47,0,5,15,0,21,0,3,57,9,13,0
499,5920,52,9,5,47,19,21,47,19,2,25,0,62,0
499,5921,7,0,55,19,52,0,39,24,35,10,13,26,0
499,5922,28,20,26,0,32,0,2,0,57,92,55,40,0
500,5923,0,7,14,41,13,0,41,0,5,42,27,2,0
500,5924,21,17,14,11,9,7,6,5,4,3,2,2,72
500,5925,0,42,20,0,27,57,28,10,26,53,39,14,0
500,5926,3,17,59,12,4,34,9,17,0,0,20,5,0
500,5927,5,7,16,37,0,26,0,0,1,0,23,0,67
500,5928,0,7,14,12,2,37,16,14,46,61,17,22,0
501,5929,3,0,53,51,53,6,30,26,0,6,2,5,0
501,5930,21,19,0,0,21,0,17,4,15,32,6,13,37
501,5931,13,0,0,0,8,0,33,26,34,16,2,11,27
501,5932,8,14,0,32,20,0,26,18,16,0,9,0,64
501,5933,24,19,15,12,10,8,6,5,4,3,2,2,71
501,5934,16,48,0,37,16,4,50,41,18,2,8,0,47
501,5935,8,0,0,30,0,18,32,53,0,15,41,0,53
501,5936,4,65,7,12,0,14,58,26,32,14,21,44,0
501,5937,67,34,15,1,14,9,32,29,21,23,0,48,2
501,5938,4,0,7,20,11,10,33,24,7,4,1,58,0
501,5939,12,0,0,0,0,6,40,39,25,0,16,26,0
501,5940,33,5,0,13,34,22,7,20,36,4,29,10,39
501,5941,13,29,63,0,6,28,0,30,38,0,40,0,44
502,5942,0,29,0,36,0,5,12,26,29,27,26,27,0
502,5943,31,9,39,6,0,28,0,26,24,25,17,42,0
502,5944,19,50,3,41,26,41,0,0,0,0,34,14,15
502,5945,8,39,24,13,0,0,17,0,47,37,6,0,54
502,5946,11,2,1,0,21,15,3,29,21,0,10,21,0
502,5947,14,13,12,11,10,9,8,7,6,5,5,5,58
502,5948,15,12,10,8,7,6,5,4,3,2,2,2,74
502,5949,26,35,2,0,20,0,34,0,32,10,37,0,57
502,5950,18,3,33,0,66,25,0,0,19,0,38,34,0
502,5951,14,38,0,20,4,12,46,25,0,25,0,3,47
502,5952,47,22,0,10,0,15,6,0,41,52,11,9,45
502,5953,27,22,18,15,12,10,8,7,6,5,4,3,64
503,5954,21,14,28,19,17,0,20,29,2,33,24,31,0
503,5955,25,21,18,15,13,11,9,8,7,6,5,4,60
503,5956,54,0,18,28,29,0,30,0,0,43,0,35,17
503,5957,25,21,17,14,12,10,8,7,6,5,4,3,64
503,5958,6,7,25,41,38,2,55,0,10,37,23,46,0
503,5959,0,7,0,3,0,0,23,2,12,28,12,30,0
503,5960,28,19,0,0,6,29,7,26,33,26,23,0,57
503,5961,11,0,10,3,34,27,0,51,29,10,27,0,53
503,5962,19,17,15,13,11,10,9,8,7,6,5,4,61
503,5963,14,35,25,17,18,53,40,0,0,15,9,35,0
503,5964,0,8,26,55,21,9,5,0,0,15,0,15,0
503,5965,16,13,10,8,6,5,4,3,2,2,2,2,75
503,5966,57,7,9,13,33,21,11,11,7,0,3,50,9
503,5967,37,42,0,0,0,0,26,19,10,7,25,24,27
503,5968,11,44,51,28,21,0,47,17,18,13,12,0,41
503,5969,12,0,21,0,16,7,4,20,23,4,0,12,25
503,5970,0,27,32,0,15,7,27,11,5,0,32,3,0
504,5971,9,76,4,0,35,0,5,0,10,58,25,12,0
504,5972,5,1,0,0,4,16,14,0,19,21,6,16,0
504,5973,14,12,10,9,8,7,6,5,4,3,3,3,69
504,5974,0,11,35,13,10,0,33,30,0,36,0,16,0
504,5975,1,19,0,0,15,24,12,0,6,34,36,4,0
504,5976,25,0,0,21,62,0,31,0,6,12,33,20,15
504,5977,19,15,12,9,7,5,4,3,2,2,2,2,75
504,5978,0,33,50,24,19,39,21,3,54,15,18,32,0
504,5979,25,23,21,19,17,15,14,13,12,11,10,9,41
504,5980,27,25,5,32,4,16,16,2,55,0,0,33,0
504,5981,0,0,15,25,34,19,0,16,2,23,34,6,0
504,5982,34,2,38,30,7,28,41,20,14,0,8,14,29
504,5983,0,0,11,40,0,0,0,29,9,0,28,0,25
504,5984,31,27,23,20,17,15,13,11,10,9,8,7,47
504,5985,15,47,3,0,45,0,13,62,1,14,35,27,0
504,5986,22,31,26,9,34,0,35,12,0,0,37,9,33
505,5987,33,2,47,0,9,24,0,0,31,18,17,0,60
505,5988,28,24,20,17,15,13,11,9,8,7,6,5,55
505,5989,0,14,16,0,7,26,39,14,24,3,5,0,19
505,5990,3,20,9,0,7,11,38,28,0,35,0,33,0
505,5991,19,18,17,16,15,14,13,12,11,10,9,8,43
505,5992,14,0,16,0,0,25,16,9,23,14,25,30,0
505,5993,29,15,6,20,0,0,0,0,14,16,51,22,25
505,5994,6,20,0,0,29,7,0,20,1,11,0,13,0
505,5995,19,19,26,20,39,46,28,2,22,8,20,14,7
505,5996,29,0,37,43,14,18,27,47,0,16,3,44,0
505,5997,25,22,20,18,16,14,12,11,10,9,8,7,48
505,5998,25,21,18,15,13,11,9,8,7,6,5,4,60
505,5999,36,17,4,59,0,19,9,27,24,0,0,14,36
505,6000,20,19,21,0,12,11,14,6,0,1,23,0,71
506,6001,34,9,11,4,13,9,24,10,18,21,15,56,0
506,6002,20,0,18,0,14,28,0,33,15,17,21,0,63
506,6003,0,9,0,11,0,0,17,27,0,39,9,13,0
506,6004,4,53,25,39,0,0,41,41,35,18,7,21,0
506,6005,38,42,29,0,0,10,43,0,12,36,0,5,47
506,6006,6,0,21,6,0,0,14,12,14,0,0,20,0
506,6007,39,19,21,27,41,48,43,0,33,12,42,0,31
506,6008,13,11,9,8,7,6,5,4,3,3,3,3,70
506,6009,0,0,1,20,24,11,7,25,68,23,0,0,12
506,6010,0,1,0,0,0,0,5,29,25,0,39,12,0
506,6011,12,47,37,53,18,2,4,32,0,6,2,0,51
507,6012,54,11,17,19,19,0,9,12,39,40,12,19,29
507,6013,11,18,8,42,23,28,0,12,0,32,0,26,0
507,6014,11,29,9,0,0,0,1,23,0,10,0,11,30
507,6015,0,25,23,0,22,23,0,33,0,69,50,9,0
507,6016,20,16,13,10,8,6,5,4,3,2,2,2,73
